InstanceID,patientID,ImageName,cellTypeName,cellType
4572,13,4572.png,epithelial,2
4573,13,4573.png,epithelial,2
4574,13,4574.png,epithelial,2
4575,13,4575.png,epithelial,2
4576,13,4576.png,epithelial,2
4577,13,4577.png,epithelial,2
4578,13,4578.png,epithelial,2
4579,13,4579.png,epithelial,2
4580,13,4580.png,epithelial,2
4581,13,4581.png,epithelial,2
4582,13,4582.png,epithelial,2
4583,13,4583.png,epithelial,2
4584,13,4584.png,epithelial,2
4585,13,4585.png,epithelial,2
4586,13,4586.png,epithelial,2
4587,13,4587.png,epithelial,2
4588,13,4588.png,epithelial,2
4589,13,4589.png,epithelial,2
4590,13,4590.png,epithelial,2
4591,13,4591.png,epithelial,2
4592,13,4592.png,epithelial,2
4593,13,4593.png,epithelial,2
4594,13,4594.png,epithelial,2
4595,13,4595.png,epithelial,2
4596,13,4596.png,epithelial,2
4597,13,4597.png,epithelial,2
4598,13,4598.png,epithelial,2
4599,13,4599.png,epithelial,2
4600,13,4600.png,epithelial,2
4601,13,4601.png,epithelial,2
4602,13,4602.png,epithelial,2
4603,13,4603.png,epithelial,2
4604,13,4604.png,epithelial,2
4605,13,4605.png,epithelial,2
4606,13,4606.png,epithelial,2
4607,13,4607.png,epithelial,2
4608,13,4608.png,epithelial,2
4609,13,4609.png,epithelial,2
4610,13,4610.png,epithelial,2
4611,13,4611.png,epithelial,2
4612,13,4612.png,epithelial,2
4613,13,4613.png,epithelial,2
4614,13,4614.png,epithelial,2
4615,13,4615.png,epithelial,2
4616,13,4616.png,epithelial,2
4617,13,4617.png,epithelial,2
4618,13,4618.png,epithelial,2
4619,13,4619.png,epithelial,2
4623,13,4623.png,epithelial,2
4624,13,4624.png,epithelial,2
4625,13,4625.png,epithelial,2
4626,13,4626.png,epithelial,2
4628,13,4628.png,epithelial,2
4629,13,4629.png,epithelial,2
4630,13,4630.png,epithelial,2
4631,13,4631.png,epithelial,2
4632,13,4632.png,epithelial,2
4633,13,4633.png,epithelial,2
4634,13,4634.png,epithelial,2
4635,13,4635.png,epithelial,2
4636,13,4636.png,epithelial,2
4637,13,4637.png,epithelial,2
4638,13,4638.png,epithelial,2
4639,13,4639.png,epithelial,2
4640,13,4640.png,epithelial,2
4641,13,4641.png,epithelial,2
4642,13,4642.png,epithelial,2
4643,13,4643.png,epithelial,2
4644,13,4644.png,epithelial,2
4645,13,4645.png,epithelial,2
4654,13,4654.png,epithelial,2
4655,13,4655.png,epithelial,2
4657,13,4657.png,epithelial,2
4658,13,4658.png,epithelial,2
4659,13,4659.png,epithelial,2
4660,13,4660.png,epithelial,2
4661,13,4661.png,epithelial,2
2991,14,2991.png,fibroblast,0
2992,14,2992.png,fibroblast,0
2993,14,2993.png,fibroblast,0
2994,14,2994.png,fibroblast,0
2995,14,2995.png,fibroblast,0
2996,14,2996.png,fibroblast,0
2997,14,2997.png,fibroblast,0
2998,14,2998.png,fibroblast,0
2999,14,2999.png,fibroblast,0
3000,14,3000.png,fibroblast,0
3001,14,3001.png,fibroblast,0
3002,14,3002.png,fibroblast,0
3003,14,3003.png,fibroblast,0
3004,14,3004.png,fibroblast,0
3005,14,3005.png,fibroblast,0
3006,14,3006.png,fibroblast,0
3007,14,3007.png,fibroblast,0
3008,14,3008.png,fibroblast,0
3009,14,3009.png,fibroblast,0
3010,14,3010.png,fibroblast,0
3011,14,3011.png,fibroblast,0
3012,14,3012.png,fibroblast,0
3013,14,3013.png,fibroblast,0
3015,14,3015.png,fibroblast,0
3016,14,3016.png,fibroblast,0
3017,14,3017.png,fibroblast,0
3018,14,3018.png,fibroblast,0
3019,14,3019.png,fibroblast,0
3020,14,3020.png,fibroblast,0
3021,14,3021.png,fibroblast,0
3022,14,3022.png,fibroblast,0
3023,14,3023.png,fibroblast,0
3024,14,3024.png,fibroblast,0
3025,14,3025.png,fibroblast,0
3026,14,3026.png,fibroblast,0
3027,14,3027.png,fibroblast,0
3028,14,3028.png,fibroblast,0
3029,14,3029.png,fibroblast,0
3030,14,3030.png,fibroblast,0
3031,14,3031.png,fibroblast,0
3032,14,3032.png,fibroblast,0
3033,14,3033.png,fibroblast,0
3034,14,3034.png,fibroblast,0
3035,14,3035.png,fibroblast,0
3036,14,3036.png,inflammatory,1
3037,14,3037.png,inflammatory,1
3038,14,3038.png,inflammatory,1
3039,14,3039.png,inflammatory,1
3040,14,3040.png,inflammatory,1
3042,14,3042.png,inflammatory,1
3043,14,3043.png,inflammatory,1
3044,14,3044.png,inflammatory,1
3045,14,3045.png,inflammatory,1
3046,14,3046.png,inflammatory,1
3047,14,3047.png,inflammatory,1
3048,14,3048.png,inflammatory,1
3049,14,3049.png,inflammatory,1
3050,14,3050.png,inflammatory,1
3051,14,3051.png,inflammatory,1
3052,14,3052.png,inflammatory,1
3053,14,3053.png,inflammatory,1
3054,14,3054.png,inflammatory,1
3055,14,3055.png,inflammatory,1
3056,14,3056.png,others,3
3057,14,3057.png,others,3
3059,14,3059.png,others,3
3060,14,3060.png,others,3
3063,14,3063.png,epithelial,2
3064,14,3064.png,epithelial,2
3065,14,3065.png,epithelial,2
3066,14,3066.png,epithelial,2
3067,14,3067.png,epithelial,2
3068,14,3068.png,epithelial,2
3069,14,3069.png,epithelial,2
3070,14,3070.png,epithelial,2
3071,14,3071.png,epithelial,2
3072,14,3072.png,epithelial,2
3073,14,3073.png,epithelial,2
3074,14,3074.png,epithelial,2
3075,14,3075.png,epithelial,2
3076,14,3076.png,epithelial,2
3077,14,3077.png,epithelial,2
3078,14,3078.png,epithelial,2
3079,14,3079.png,epithelial,2
3080,14,3080.png,epithelial,2
3081,14,3081.png,epithelial,2
3082,14,3082.png,epithelial,2
3083,14,3083.png,epithelial,2
3084,14,3084.png,epithelial,2
3089,14,3089.png,epithelial,2
3090,14,3090.png,epithelial,2
3091,14,3091.png,epithelial,2
3092,14,3092.png,epithelial,2
3093,14,3093.png,epithelial,2
3094,14,3094.png,epithelial,2
3095,14,3095.png,epithelial,2
3096,14,3096.png,epithelial,2
3097,14,3097.png,epithelial,2
3098,14,3098.png,epithelial,2
3099,14,3099.png,epithelial,2
3100,14,3100.png,epithelial,2
3101,14,3101.png,epithelial,2
3102,14,3102.png,epithelial,2
3103,14,3103.png,epithelial,2
3104,14,3104.png,epithelial,2
3105,14,3105.png,epithelial,2
3106,14,3106.png,epithelial,2
3107,14,3107.png,epithelial,2
3108,14,3108.png,epithelial,2
3109,14,3109.png,epithelial,2
3110,14,3110.png,epithelial,2
3111,14,3111.png,epithelial,2
3112,14,3112.png,epithelial,2
3113,14,3113.png,epithelial,2
3114,14,3114.png,epithelial,2
3115,14,3115.png,epithelial,2
3116,14,3116.png,epithelial,2
3117,14,3117.png,epithelial,2
3118,14,3118.png,epithelial,2
3119,14,3119.png,epithelial,2
3120,14,3120.png,epithelial,2
3121,14,3121.png,epithelial,2
3122,14,3122.png,epithelial,2
3123,14,3123.png,epithelial,2
3124,14,3124.png,epithelial,2
3125,14,3125.png,epithelial,2
3126,14,3126.png,epithelial,2
3127,14,3127.png,epithelial,2
3128,14,3128.png,epithelial,2
3129,14,3129.png,epithelial,2
3130,14,3130.png,epithelial,2
3131,14,3131.png,epithelial,2
3132,14,3132.png,epithelial,2
3133,14,3133.png,epithelial,2
3134,14,3134.png,epithelial,2
3135,14,3135.png,epithelial,2
3136,14,3136.png,epithelial,2
3137,14,3137.png,epithelial,2
3138,14,3138.png,epithelial,2
3139,14,3139.png,epithelial,2
3140,14,3140.png,epithelial,2
3141,14,3141.png,epithelial,2
3142,14,3142.png,epithelial,2
3143,14,3143.png,epithelial,2
3144,14,3144.png,epithelial,2
3145,14,3145.png,epithelial,2
3146,14,3146.png,epithelial,2
3147,14,3147.png,epithelial,2
3148,14,3148.png,epithelial,2
3149,14,3149.png,epithelial,2
3150,14,3150.png,epithelial,2
3151,14,3151.png,epithelial,2
3152,14,3152.png,epithelial,2
3153,14,3153.png,epithelial,2
3154,14,3154.png,epithelial,2
3155,14,3155.png,epithelial,2
3156,14,3156.png,epithelial,2
3157,14,3157.png,epithelial,2
3158,14,3158.png,epithelial,2
3159,14,3159.png,epithelial,2
3160,14,3160.png,epithelial,2
3161,14,3161.png,epithelial,2
3162,14,3162.png,epithelial,2
3163,14,3163.png,epithelial,2
3164,14,3164.png,epithelial,2
3165,14,3165.png,epithelial,2
3166,14,3166.png,epithelial,2
3167,14,3167.png,epithelial,2
3168,14,3168.png,epithelial,2
3169,14,3169.png,epithelial,2
3170,14,3170.png,epithelial,2
3171,14,3171.png,epithelial,2
3172,14,3172.png,epithelial,2
3173,14,3173.png,epithelial,2
3174,14,3174.png,epithelial,2
3175,14,3175.png,epithelial,2
3176,14,3176.png,epithelial,2
3177,14,3177.png,epithelial,2
3179,14,3179.png,epithelial,2
3184,14,3184.png,epithelial,2
3185,14,3185.png,epithelial,2
3186,14,3186.png,epithelial,2
3187,14,3187.png,epithelial,2
3188,14,3188.png,epithelial,2
3189,14,3189.png,epithelial,2
3190,14,3190.png,epithelial,2
3191,14,3191.png,epithelial,2
3192,14,3192.png,epithelial,2
3193,14,3193.png,epithelial,2
3194,14,3194.png,epithelial,2
3195,14,3195.png,epithelial,2
3196,14,3196.png,epithelial,2
3199,14,3199.png,epithelial,2
3201,14,3201.png,epithelial,2
3203,14,3203.png,epithelial,2
3204,14,3204.png,epithelial,2
3205,14,3205.png,epithelial,2
3206,14,3206.png,epithelial,2
3207,14,3207.png,epithelial,2
3208,14,3208.png,epithelial,2
3209,14,3209.png,epithelial,2
3210,14,3210.png,epithelial,2
3211,14,3211.png,epithelial,2
3214,14,3214.png,epithelial,2
3215,14,3215.png,epithelial,2
3216,14,3216.png,epithelial,2
3217,14,3217.png,epithelial,2
17455,15,17455.png,fibroblast,0
17457,15,17457.png,fibroblast,0
17458,15,17458.png,fibroblast,0
17459,15,17459.png,fibroblast,0
17460,15,17460.png,fibroblast,0
17461,15,17461.png,fibroblast,0
17462,15,17462.png,fibroblast,0
17463,15,17463.png,fibroblast,0
17464,15,17464.png,fibroblast,0
17465,15,17465.png,fibroblast,0
17466,15,17466.png,fibroblast,0
17467,15,17467.png,fibroblast,0
17468,15,17468.png,fibroblast,0
17469,15,17469.png,fibroblast,0
17470,15,17470.png,fibroblast,0
17472,15,17472.png,fibroblast,0
17474,15,17474.png,fibroblast,0
17475,15,17475.png,fibroblast,0
17476,15,17476.png,fibroblast,0
17478,15,17478.png,fibroblast,0
17479,15,17479.png,fibroblast,0
17480,15,17480.png,fibroblast,0
17481,15,17481.png,fibroblast,0
17482,15,17482.png,fibroblast,0
17483,15,17483.png,fibroblast,0
17484,15,17484.png,fibroblast,0
17485,15,17485.png,fibroblast,0
17486,15,17486.png,fibroblast,0
17488,15,17488.png,fibroblast,0
17489,15,17489.png,fibroblast,0
17490,15,17490.png,fibroblast,0
17491,15,17491.png,fibroblast,0
17492,15,17492.png,fibroblast,0
17493,15,17493.png,fibroblast,0
17494,15,17494.png,fibroblast,0
17495,15,17495.png,fibroblast,0
17496,15,17496.png,fibroblast,0
17497,15,17497.png,fibroblast,0
17498,15,17498.png,fibroblast,0
17499,15,17499.png,fibroblast,0
17500,15,17500.png,fibroblast,0
17501,15,17501.png,fibroblast,0
17502,15,17502.png,fibroblast,0
17503,15,17503.png,fibroblast,0
17504,15,17504.png,fibroblast,0
17505,15,17505.png,fibroblast,0
17506,15,17506.png,fibroblast,0
17507,15,17507.png,fibroblast,0
17508,15,17508.png,fibroblast,0
17509,15,17509.png,fibroblast,0
17510,15,17510.png,fibroblast,0
17511,15,17511.png,fibroblast,0
17512,15,17512.png,fibroblast,0
17513,15,17513.png,fibroblast,0
17514,15,17514.png,fibroblast,0
17515,15,17515.png,fibroblast,0
17516,15,17516.png,fibroblast,0
17517,15,17517.png,fibroblast,0
17518,15,17518.png,fibroblast,0
17519,15,17519.png,fibroblast,0
17520,15,17520.png,fibroblast,0
17522,15,17522.png,fibroblast,0
17523,15,17523.png,fibroblast,0
17524,15,17524.png,fibroblast,0
17525,15,17525.png,fibroblast,0
17526,15,17526.png,fibroblast,0
17528,15,17528.png,fibroblast,0
17531,15,17531.png,inflammatory,1
17532,15,17532.png,inflammatory,1
17533,15,17533.png,inflammatory,1
17534,15,17534.png,inflammatory,1
17536,15,17536.png,inflammatory,1
17537,15,17537.png,inflammatory,1
17538,15,17538.png,inflammatory,1
17539,15,17539.png,inflammatory,1
17541,15,17541.png,inflammatory,1
17542,15,17542.png,inflammatory,1
17543,15,17543.png,inflammatory,1
17545,15,17545.png,inflammatory,1
17547,15,17547.png,inflammatory,1
17548,15,17548.png,inflammatory,1
17549,15,17549.png,inflammatory,1
17550,15,17550.png,inflammatory,1
17551,15,17551.png,inflammatory,1
17552,15,17552.png,inflammatory,1
17553,15,17553.png,inflammatory,1
17554,15,17554.png,inflammatory,1
17555,15,17555.png,inflammatory,1
17556,15,17556.png,inflammatory,1
17557,15,17557.png,inflammatory,1
17558,15,17558.png,inflammatory,1
17559,15,17559.png,inflammatory,1
17560,15,17560.png,inflammatory,1
17562,15,17562.png,inflammatory,1
17563,15,17563.png,inflammatory,1
17564,15,17564.png,inflammatory,1
17565,15,17565.png,inflammatory,1
17566,15,17566.png,inflammatory,1
17567,15,17567.png,inflammatory,1
17568,15,17568.png,inflammatory,1
17569,15,17569.png,inflammatory,1
17570,15,17570.png,inflammatory,1
17571,15,17571.png,inflammatory,1
17572,15,17572.png,inflammatory,1
17573,15,17573.png,inflammatory,1
17574,15,17574.png,inflammatory,1
17575,15,17575.png,inflammatory,1
17576,15,17576.png,inflammatory,1
17577,15,17577.png,inflammatory,1
17578,15,17578.png,inflammatory,1
17579,15,17579.png,inflammatory,1
17580,15,17580.png,inflammatory,1
17581,15,17581.png,inflammatory,1
17582,15,17582.png,inflammatory,1
17583,15,17583.png,inflammatory,1
17585,15,17585.png,inflammatory,1
17586,15,17586.png,inflammatory,1
17588,15,17588.png,others,3
17589,15,17589.png,others,3
17590,15,17590.png,others,3
17591,15,17591.png,others,3
17592,15,17592.png,others,3
17593,15,17593.png,others,3
17594,15,17594.png,others,3
17595,15,17595.png,others,3
18296,16,18296.png,fibroblast,0
18297,16,18297.png,fibroblast,0
18298,16,18298.png,fibroblast,0
18299,16,18299.png,fibroblast,0
18300,16,18300.png,fibroblast,0
18301,16,18301.png,fibroblast,0
18302,16,18302.png,fibroblast,0
18303,16,18303.png,fibroblast,0
18304,16,18304.png,fibroblast,0
18305,16,18305.png,fibroblast,0
18306,16,18306.png,fibroblast,0
18307,16,18307.png,fibroblast,0
18308,16,18308.png,fibroblast,0
18309,16,18309.png,fibroblast,0
18310,16,18310.png,fibroblast,0
18311,16,18311.png,fibroblast,0
18312,16,18312.png,fibroblast,0
18313,16,18313.png,fibroblast,0
18314,16,18314.png,fibroblast,0
18315,16,18315.png,fibroblast,0
18316,16,18316.png,fibroblast,0
18317,16,18317.png,fibroblast,0
18318,16,18318.png,fibroblast,0
18319,16,18319.png,fibroblast,0
18320,16,18320.png,fibroblast,0
18321,16,18321.png,fibroblast,0
18322,16,18322.png,fibroblast,0
18323,16,18323.png,fibroblast,0
18324,16,18324.png,fibroblast,0
18325,16,18325.png,fibroblast,0
18326,16,18326.png,fibroblast,0
18327,16,18327.png,fibroblast,0
18328,16,18328.png,fibroblast,0
18329,16,18329.png,fibroblast,0
18330,16,18330.png,fibroblast,0
18331,16,18331.png,fibroblast,0
18332,16,18332.png,fibroblast,0
18333,16,18333.png,fibroblast,0
18334,16,18334.png,fibroblast,0
18335,16,18335.png,fibroblast,0
18336,16,18336.png,fibroblast,0
18337,16,18337.png,fibroblast,0
18338,16,18338.png,fibroblast,0
18339,16,18339.png,fibroblast,0
18340,16,18340.png,fibroblast,0
18341,16,18341.png,fibroblast,0
18342,16,18342.png,fibroblast,0
18343,16,18343.png,fibroblast,0
18344,16,18344.png,fibroblast,0
18345,16,18345.png,fibroblast,0
18346,16,18346.png,fibroblast,0
18347,16,18347.png,fibroblast,0
18348,16,18348.png,fibroblast,0
18349,16,18349.png,fibroblast,0
18351,16,18351.png,fibroblast,0
18353,16,18353.png,inflammatory,1
18354,16,18354.png,inflammatory,1
18355,16,18355.png,inflammatory,1
18356,16,18356.png,inflammatory,1
18358,16,18358.png,inflammatory,1
18359,16,18359.png,inflammatory,1
18360,16,18360.png,inflammatory,1
18361,16,18361.png,inflammatory,1
18364,16,18364.png,inflammatory,1
18365,16,18365.png,inflammatory,1
18366,16,18366.png,inflammatory,1
18367,16,18367.png,inflammatory,1
18368,16,18368.png,inflammatory,1
18369,16,18369.png,inflammatory,1
18370,16,18370.png,inflammatory,1
18371,16,18371.png,inflammatory,1
18372,16,18372.png,inflammatory,1
18373,16,18373.png,inflammatory,1
18374,16,18374.png,inflammatory,1
18375,16,18375.png,inflammatory,1
18376,16,18376.png,inflammatory,1
18378,16,18378.png,inflammatory,1
18379,16,18379.png,inflammatory,1
18380,16,18380.png,inflammatory,1
18381,16,18381.png,inflammatory,1
18382,16,18382.png,inflammatory,1
18383,16,18383.png,inflammatory,1
18384,16,18384.png,inflammatory,1
18385,16,18385.png,inflammatory,1
18386,16,18386.png,inflammatory,1
18387,16,18387.png,inflammatory,1
18388,16,18388.png,inflammatory,1
18389,16,18389.png,inflammatory,1
18390,16,18390.png,inflammatory,1
18391,16,18391.png,inflammatory,1
18392,16,18392.png,inflammatory,1
18393,16,18393.png,inflammatory,1
18394,16,18394.png,inflammatory,1
18395,16,18395.png,inflammatory,1
18396,16,18396.png,inflammatory,1
18397,16,18397.png,inflammatory,1
18398,16,18398.png,inflammatory,1
18399,16,18399.png,inflammatory,1
18400,16,18400.png,inflammatory,1
18401,16,18401.png,inflammatory,1
18402,16,18402.png,inflammatory,1
18403,16,18403.png,inflammatory,1
18404,16,18404.png,inflammatory,1
18405,16,18405.png,inflammatory,1
18408,16,18408.png,inflammatory,1
18409,16,18409.png,inflammatory,1
18410,16,18410.png,inflammatory,1
18411,16,18411.png,others,3
18412,16,18412.png,others,3
18413,16,18413.png,others,3
18414,16,18414.png,others,3
8639,17,8639.png,fibroblast,0
8640,17,8640.png,fibroblast,0
8641,17,8641.png,fibroblast,0
8642,17,8642.png,fibroblast,0
8643,17,8643.png,fibroblast,0
8644,17,8644.png,fibroblast,0
8645,17,8645.png,fibroblast,0
8649,17,8649.png,inflammatory,1
8650,17,8650.png,inflammatory,1
8651,17,8651.png,inflammatory,1
8652,17,8652.png,inflammatory,1
8653,17,8653.png,inflammatory,1
8654,17,8654.png,inflammatory,1
8655,17,8655.png,inflammatory,1
8656,17,8656.png,inflammatory,1
8657,17,8657.png,inflammatory,1
8658,17,8658.png,inflammatory,1
8659,17,8659.png,inflammatory,1
8660,17,8660.png,inflammatory,1
8661,17,8661.png,inflammatory,1
8662,17,8662.png,inflammatory,1
8663,17,8663.png,inflammatory,1
8665,17,8665.png,others,3
8666,17,8666.png,others,3
8667,17,8667.png,others,3
8668,17,8668.png,others,3
8669,17,8669.png,others,3
8670,17,8670.png,others,3
8671,17,8671.png,others,3
8672,17,8672.png,others,3
8673,17,8673.png,others,3
8674,17,8674.png,others,3
8675,17,8675.png,others,3
8676,17,8676.png,others,3
8677,17,8677.png,others,3
8678,17,8678.png,others,3
8680,17,8680.png,others,3
8681,17,8681.png,others,3
8682,17,8682.png,others,3
8683,17,8683.png,others,3
8684,17,8684.png,others,3
8685,17,8685.png,others,3
8686,17,8686.png,others,3
8687,17,8687.png,others,3
8688,17,8688.png,others,3
8689,17,8689.png,others,3
8690,17,8690.png,others,3
8691,17,8691.png,others,3
8692,17,8692.png,others,3
8693,17,8693.png,epithelial,2
8694,17,8694.png,epithelial,2
8695,17,8695.png,epithelial,2
8696,17,8696.png,epithelial,2
8697,17,8697.png,epithelial,2
8698,17,8698.png,epithelial,2
8702,17,8702.png,epithelial,2
8703,17,8703.png,epithelial,2
8704,17,8704.png,epithelial,2
8705,17,8705.png,epithelial,2
8707,17,8707.png,epithelial,2
8708,17,8708.png,epithelial,2
8709,17,8709.png,epithelial,2
8710,17,8710.png,epithelial,2
8711,17,8711.png,epithelial,2
8712,17,8712.png,epithelial,2
8713,17,8713.png,epithelial,2
8715,17,8715.png,epithelial,2
8716,17,8716.png,epithelial,2
8717,17,8717.png,epithelial,2
8718,17,8718.png,epithelial,2
8719,17,8719.png,epithelial,2
8720,17,8720.png,epithelial,2
8721,17,8721.png,epithelial,2
8722,17,8722.png,epithelial,2
8723,17,8723.png,epithelial,2
8724,17,8724.png,epithelial,2
8725,17,8725.png,epithelial,2
8726,17,8726.png,epithelial,2
8727,17,8727.png,epithelial,2
8728,17,8728.png,epithelial,2
8729,17,8729.png,epithelial,2
8730,17,8730.png,epithelial,2
8731,17,8731.png,epithelial,2
8732,17,8732.png,epithelial,2
8733,17,8733.png,epithelial,2
8734,17,8734.png,epithelial,2
8735,17,8735.png,epithelial,2
8736,17,8736.png,epithelial,2
8737,17,8737.png,epithelial,2
8738,17,8738.png,epithelial,2
8739,17,8739.png,epithelial,2
8740,17,8740.png,epithelial,2
8741,17,8741.png,epithelial,2
8742,17,8742.png,epithelial,2
8743,17,8743.png,epithelial,2
8744,17,8744.png,epithelial,2
8745,17,8745.png,epithelial,2
8746,17,8746.png,epithelial,2
8747,17,8747.png,epithelial,2
8748,17,8748.png,epithelial,2
8749,17,8749.png,epithelial,2
8750,17,8750.png,epithelial,2
8751,17,8751.png,epithelial,2
8752,17,8752.png,epithelial,2
8753,17,8753.png,epithelial,2
8754,17,8754.png,epithelial,2
8755,17,8755.png,epithelial,2
8758,17,8758.png,epithelial,2
8759,17,8759.png,epithelial,2
8760,17,8760.png,epithelial,2
8761,17,8761.png,epithelial,2
8762,17,8762.png,epithelial,2
8763,17,8763.png,epithelial,2
8764,17,8764.png,epithelial,2
8765,17,8765.png,epithelial,2
8766,17,8766.png,epithelial,2
8767,17,8767.png,epithelial,2
8768,17,8768.png,epithelial,2
8769,17,8769.png,epithelial,2
8770,17,8770.png,epithelial,2
8771,17,8771.png,epithelial,2
8772,17,8772.png,epithelial,2
8773,17,8773.png,epithelial,2
8774,17,8774.png,epithelial,2
8775,17,8775.png,epithelial,2
8776,17,8776.png,epithelial,2
8777,17,8777.png,epithelial,2
8778,17,8778.png,epithelial,2
8779,17,8779.png,epithelial,2
8780,17,8780.png,epithelial,2
8781,17,8781.png,epithelial,2
8782,17,8782.png,epithelial,2
8783,17,8783.png,epithelial,2
8784,17,8784.png,epithelial,2
8785,17,8785.png,epithelial,2
8786,17,8786.png,epithelial,2
8787,17,8787.png,epithelial,2
8788,17,8788.png,epithelial,2
8789,17,8789.png,epithelial,2
8790,17,8790.png,epithelial,2
8791,17,8791.png,epithelial,2
8792,17,8792.png,epithelial,2
8793,17,8793.png,epithelial,2
8794,17,8794.png,epithelial,2
8795,17,8795.png,epithelial,2
8796,17,8796.png,epithelial,2
8797,17,8797.png,epithelial,2
8798,17,8798.png,epithelial,2
8799,17,8799.png,epithelial,2
8800,17,8800.png,epithelial,2
8801,17,8801.png,epithelial,2
8802,17,8802.png,epithelial,2
8803,17,8803.png,epithelial,2
8804,17,8804.png,epithelial,2
8805,17,8805.png,epithelial,2
8806,17,8806.png,epithelial,2
8807,17,8807.png,epithelial,2
8808,17,8808.png,epithelial,2
8809,17,8809.png,epithelial,2
8810,17,8810.png,epithelial,2
8811,17,8811.png,epithelial,2
8812,17,8812.png,epithelial,2
8813,17,8813.png,epithelial,2
8814,17,8814.png,epithelial,2
8815,17,8815.png,epithelial,2
8816,17,8816.png,epithelial,2
8817,17,8817.png,epithelial,2
8818,17,8818.png,epithelial,2
8819,17,8819.png,epithelial,2
8820,17,8820.png,epithelial,2
8821,17,8821.png,epithelial,2
8822,17,8822.png,epithelial,2
8823,17,8823.png,epithelial,2
8824,17,8824.png,epithelial,2
8825,17,8825.png,epithelial,2
8826,17,8826.png,epithelial,2
8827,17,8827.png,epithelial,2
8828,17,8828.png,epithelial,2
8829,17,8829.png,epithelial,2
8830,17,8830.png,epithelial,2
8831,17,8831.png,epithelial,2
8832,17,8832.png,epithelial,2
8833,17,8833.png,epithelial,2
8835,17,8835.png,epithelial,2
8836,17,8836.png,epithelial,2
8840,17,8840.png,epithelial,2
8841,17,8841.png,epithelial,2
8842,17,8842.png,epithelial,2
8844,17,8844.png,epithelial,2
8845,17,8845.png,epithelial,2
8846,17,8846.png,epithelial,2
8847,17,8847.png,epithelial,2
8848,17,8848.png,epithelial,2
8849,17,8849.png,epithelial,2
8850,17,8850.png,epithelial,2
8851,17,8851.png,epithelial,2
8852,17,8852.png,epithelial,2
8853,17,8853.png,epithelial,2
8854,17,8854.png,epithelial,2
8855,17,8855.png,epithelial,2
8856,17,8856.png,epithelial,2
8857,17,8857.png,epithelial,2
8858,17,8858.png,epithelial,2
8859,17,8859.png,epithelial,2
8860,17,8860.png,epithelial,2
8861,17,8861.png,epithelial,2
8862,17,8862.png,epithelial,2
8863,17,8863.png,epithelial,2
8864,17,8864.png,epithelial,2
8865,17,8865.png,epithelial,2
8866,17,8866.png,epithelial,2
8867,17,8867.png,epithelial,2
8868,17,8868.png,epithelial,2
8869,17,8869.png,epithelial,2
8870,17,8870.png,epithelial,2
8871,17,8871.png,epithelial,2
8872,17,8872.png,epithelial,2
8873,17,8873.png,epithelial,2
8874,17,8874.png,epithelial,2
8875,17,8875.png,epithelial,2
8876,17,8876.png,epithelial,2
8877,17,8877.png,epithelial,2
8878,17,8878.png,epithelial,2
8879,17,8879.png,epithelial,2
8880,17,8880.png,epithelial,2
8881,17,8881.png,epithelial,2
8882,17,8882.png,epithelial,2
8883,17,8883.png,epithelial,2
8884,17,8884.png,epithelial,2
8885,17,8885.png,epithelial,2
8886,17,8886.png,epithelial,2
8887,17,8887.png,epithelial,2
8888,17,8888.png,epithelial,2
8889,17,8889.png,epithelial,2
8890,17,8890.png,epithelial,2
8891,17,8891.png,epithelial,2
8892,17,8892.png,epithelial,2
8893,17,8893.png,epithelial,2
8894,17,8894.png,epithelial,2
8895,17,8895.png,epithelial,2
8896,17,8896.png,epithelial,2
8897,17,8897.png,epithelial,2
8898,17,8898.png,epithelial,2
8899,17,8899.png,epithelial,2
8900,17,8900.png,epithelial,2
8901,17,8901.png,epithelial,2
8902,17,8902.png,epithelial,2
8903,17,8903.png,epithelial,2
8904,17,8904.png,epithelial,2
8905,17,8905.png,epithelial,2
8906,17,8906.png,epithelial,2
8907,17,8907.png,epithelial,2
8908,17,8908.png,epithelial,2
8909,17,8909.png,epithelial,2
8910,17,8910.png,epithelial,2
8911,17,8911.png,epithelial,2
8912,17,8912.png,epithelial,2
8913,17,8913.png,epithelial,2
8914,17,8914.png,epithelial,2
8915,17,8915.png,epithelial,2
8916,17,8916.png,epithelial,2
8917,17,8917.png,epithelial,2
8918,17,8918.png,epithelial,2
8919,17,8919.png,epithelial,2
8920,17,8920.png,epithelial,2
8921,17,8921.png,epithelial,2
8922,17,8922.png,epithelial,2
8923,17,8923.png,epithelial,2
8924,17,8924.png,epithelial,2
8925,17,8925.png,epithelial,2
8926,17,8926.png,epithelial,2
8927,17,8927.png,epithelial,2
8928,17,8928.png,epithelial,2
8929,17,8929.png,epithelial,2
8930,17,8930.png,epithelial,2
8931,17,8931.png,epithelial,2
8933,17,8933.png,epithelial,2
8934,17,8934.png,epithelial,2
8935,17,8935.png,epithelial,2
8936,17,8936.png,epithelial,2
8937,17,8937.png,epithelial,2
8938,17,8938.png,epithelial,2
8939,17,8939.png,epithelial,2
8942,17,8942.png,epithelial,2
8943,17,8943.png,epithelial,2
8945,17,8945.png,epithelial,2
8946,17,8946.png,epithelial,2
8947,17,8947.png,epithelial,2
8948,17,8948.png,epithelial,2
8949,17,8949.png,epithelial,2
8951,17,8951.png,epithelial,2
